200	200	
199
15	69	1035	1	
13	28	364	1	
6	28	168	1	
11	27	297	1	
5	27	135	1	
59	17	1003	1	
29	9	261	1	
11	9	99	1	
9	4	36	1	
15	4	60	1	
4	24	96	1	
5	24	120	1	
18	51	918	1	
9	58	522	1	
15	58	870	1	
29	8	232	1	
11	8	88	1	
30	14	420	1	
29	14	406	1	
10	66	660	1	
2	4	8	1	
9	4	36	1	
3	10	30	1	
6	19	114	1	
10	19	190	1	
2	6	12	1	
9	6	54	1	
4	27	108	1	
5	27	135	1	
11	8	88	1	
5	8	40	1	
11	20	220	1	
3	20	60	1	
13	7	91	1	
6	7	42	1	
9	44	396	1	
3	21	63	1	
9	21	189	1	
9	35	315	1	
12	38	456	1	
7	38	266	1	
10	53	530	1	
9	3	27	1	
10	3	30	1	
7	15	105	1	
9	15	135	1	
6	11	66	1	
10	11	110	1	
9	31	279	1	
10	31	310	1	
4	21	84	1	
10	21	210	1	
5	8	40	1	
11	8	88	1	
7	19	133	1	
9	19	171	1	
9	11	99	1	
18	11	198	1	
3	14	42	1	
9	14	126	1	
5	28	140	1	
11	28	308	1	
16	24	384	1	
8	24	192	1	
6	31	186	1	
4	3	12	1	
17	3	51	1	
4	28	112	1	
9	13	117	1	
8	13	104	1	
12	9	108	1	
9	9	81	1	
4	15	60	1	
10	15	150	1	
15	71	1065	1	
9	37	333	1	
26	37	962	1	
12	15	180	1	
7	15	105	1	
9	26	234	1	
9	9	81	1	
5	9	45	1	
7	14	98	1	
9	15	135	1	
8	15	120	1	
10	18	180	1	
30	18	540	1	
9	5	45	1	
5	5	25	1	
19	17	323	1	
10	17	170	1	
16	15	240	1	
8	15	120	1	
14	12	168	1	
7	12	84	1	
6	8	48	1	
21	8	168	1	
24	10	240	1	
17	10	170	1	
50	8	400	1	
8	8	64	1	
14	16	224	1	
3	5	15	1	
14	5	70	1	
9	13	117	1	
2	13	26	1	
7	12	84	1	
2	12	24	1	
9	34	306	1	
11	21	231	1	
15	21	315	1	
3	11	33	1	
14	11	154	1	
21	8	168	1	
29	8	232	1	
8	21	168	1	
24	19	456	1	
12	17	204	1	
5	17	85	1	
7	4	28	1	
2	4	8	1	
9	3	27	1	
2	3	6	1	
11	10	110	1	
10	10	100	1	
29	13	377	1	
14	9	126	1	
17	9	153	1	
11	9	99	1	
9	9	81	1	
6	6	36	1	
25	6	150	1	
20	14	280	1	
4	7	28	1	
7	7	49	1	
15	13	195	1	
11	3	33	1	
10	3	30	1	
12	2	24	1	
5	2	10	1	
41	10	410	1	
58	10	580	1	
6	8	48	1	
25	8	200	1	
4	6	24	1	
7	6	42	1	
37	7	259	1	
13	7	91	1	
60	11	660	1	
15	11	165	1	
11	20	220	1	
18	9	162	1	
9	9	81	1	
28	5	140	1	
9	5	45	1	
28	13	364	1	
9	13	117	1	
21	36	756	1	
10	26	260	1	
6	26	156	1	
13	53	689	1	
18	9	162	1	
9	9	81	1	
60	9	540	1	
15	9	135	1	
27	19	513	1	
33	14	462	1	
4	14	56	1	
75	17	1275	1	
11	17	187	1	
33	5	165	1	
4	5	20	1	
10	10	100	1	
6	10	60	1	
62	10	620	1	
24	10	240	1	
12	12	144	1	
19	12	228	1	
17	7	119	1	
5	3	15	1	
11	3	33	1	
5	4	20	1	
11	4	44	1	
21	17	357	1	
16	17	272	1	
17	8	136	1	
12	2	24	1	
4	2	8	1	
12	6	72	1	
4	6	24	1	
62	13	806	1	
24	13	312	1	
12	3	36	1	
19	3	57	1	
15	4	60	1	
16	4	64	1	
33	8	264	1	
15	4	60	1	
16	4	64	1	
1
166	73	172	81	
