400	600	
1000
23	41	943	1	
2	2	4	1	
11	1	11	1	
23	1	23	1	
4	1	4	1	
2	8	16	1	
4	7	28	1	
1	3	3	1	
2	1	2	1	
16	1	16	1	
2	7	14	1	
1	1	1	1	
2	1	2	1	
20	1	20	1	
8	2	16	1	
92	15	1380	1	
2	4	8	1	
1	1	1	1	
18	4	72	1	
5	112	560	1	
1	20	20	1	
3	77	231	1	
1	15	15	1	
2	27	54	1	
11	1	11	1	
9	3	27	1	
76	1	76	1	
3	15	45	1	
5	4	20	1	
71	27	1917	1	
18	5	90	1	
112	1	112	1	
19	1	19	1	
7	3	21	1	
2	3	6	1	
4	1	4	1	
1	63	63	1	
15	1	15	1	
8	1	8	1	
1	1	1	1	
2	14	28	1	
97	33	3201	1	
16	5	80	1	
1	2	2	1	
7	2	14	1	
4	9	36	1	
2	1	2	1	
7	2	14	1	
1	28	28	1	
9	4	36	1	
2	1	2	1	
3	2	6	1	
7	45	315	1	
5	4	20	1	
14	5	70	1	
41	1	41	1	
28	3	84	1	
2	1	2	1	
20	44	880	1	
4	1	4	1	
1	12	12	1	
1	6	6	1	
1	12	12	1	
2	3	6	1	
15	1	15	1	
2	23	46	1	
6	7	42	1	
1	3	3	1	
9	67	603	1	
47	25	1175	1	
3	5	15	1	
19	10	190	1	
13	32	416	1	
1	6	6	1	
1	13	13	1	
1	32	32	1	
2	1	2	1	
19	1	19	1	
15	2	30	1	
130	47	6110	1	
8	1	8	1	
7	1	7	1	
61	4	244	1	
14	43	602	1	
7	1	7	1	
7	6	42	1	
4	1	4	1	
5	14	70	1	
26	1	26	1	
4	2	8	1	
1	24	24	1	
35	2	70	1	
75	5	375	1	
6	44	264	1	
17	1	17	1	
5	32	160	1	
1	10	10	1	
1	5	5	1	
1	108	108	1	
2	1	2	1	
2	1	2	1	
1	1	1	1	
12	60	720	1	
3	11	33	1	
13	14	182	1	
52	32	1664	1	
1	2	2	1	
5	2	10	1	
8	1	8	1	
8	6	48	1	
1	1	1	1	
18	6	108	1	
3	1	3	1	
1	1	1	1	
3	1	3	1	
2	1	2	1	
13	12	156	1	
2	66	132	1	
8	1	8	1	
55	2	110	1	
10	17	170	1	
3	16	48	1	
6	55	330	1	
3	1	3	1	
10	1	10	1	
44	3	132	1	
6	5	30	1	
21	3	63	1	
4	4	16	1	
32	1	32	1	
3	1	3	1	
1	12	12	1	
5	25	125	1	
2	1	2	1	
8	43	344	1	
3	1	3	1	
33	5	165	1	
1	1	1	1	
8	27	216	1	
14	4	56	1	
2	1	2	1	
2	1	2	1	
6	2	12	1	
1	3	3	1	
7	24	168	1	
3	1	3	1	
1	1	1	1	
1	2	2	1	
7	6	42	1	
7	1	7	1	
1	21	21	1	
12	10	120	1	
1	1	1	1	
13	11	143	1	
2	1	2	1	
1	11	11	1	
4	2	8	1	
1	10	10	1	
9	6	54	1	
1	1	1	1	
6	32	192	1	
5	6	30	1	
14	2	28	1	
4	13	52	1	
49	1	49	1	
7	1	7	1	
1	15	15	1	
9	2	18	1	
5	2	10	1	
1	1	1	1	
10	109	1090	1	
2	1	2	1	
17	13	221	1	
83	1	83	1	
45	94	4230	1	
2	1	2	1	
3	6	18	1	
3	6	18	1	
5	5	25	1	
110	1	110	1	
8	69	552	1	
11	16	176	1	
6	3	18	1	
1	24	24	1	
1	26	26	1	
5	6	30	1	
1	5	5	1	
5	66	330	1	
5	1	5	1	
7	1	7	1	
2	20	40	1	
2	22	44	1	
8	1	8	1	
16	13	208	1	
3	11	33	1	
1	1	1	1	
13	1	13	1	
6	1	6	1	
3	3	9	1	
1	4	4	1	
2	12	24	1	
15	1	15	1	
14	6	84	1	
9	33	297	1	
23	23	529	1	
24	30	720	1	
52	5	260	1	
1	2	2	1	
11	9	99	1	
7	1	7	1	
1	8	8	1	
2	52	104	1	
1	18	18	1	
13	8	104	1	
5	1	5	1	
2	10	20	1	
111	26	2886	1	
33	7	231	1	
7	1	7	1	
1	4	4	1	
9	2	18	1	
5	1	5	1	
3	3	9	1	
23	1	23	1	
4	1	4	1	
3	6	18	1	
1	13	13	1	
16	6	96	1	
3	1	3	1	
2	1	2	1	
18	3	54	1	
2	4	8	1	
2	82	164	1	
1	9	9	1	
3	1	3	1	
8	1	8	1	
4	16	64	1	
16	1	16	1	
9	4	36	1	
