200	200	
73
89	17	1513	1	
70	29	2030	1	
12	60	720	1	
10	33	330	1	
17	6	102	1	
2	9	18	1	
8	17	136	1	
9	3	27	1	
11	14	154	1	
36	31	1116	1	
53	12	636	1	
10	10	100	1	
9	26	234	1	
123	19	2337	1	
20	16	320	1	
79	28	2212	1	
13	46	598	1	
18	70	1260	1	
44	9	396	1	
5	30	150	1	
5	11	55	1	
24	39	936	1	
8	31	248	1	
36	21	756	1	
17	28	476	1	
35	6	210	1	
30	12	360	1	
14	18	252	1	
41	10	410	1	
21	17	357	1	
14	6	84	1	
44	11	484	1	
80	17	1360	1	
10	56	560	1	
27	5	135	1	
17	101	1717	1	
41	7	287	1	
34	10	340	1	
19	68	1292	1	
55	50	2750	1	
6	39	234	1	
40	12	480	1	
1	3	3	1	
35	9	315	1	
21	36	756	1	
63	15	945	1	
9	21	189	1	
50	15	750	1	
13	6	78	1	
22	9	198	1	
7	30	210	1	
9	37	333	1	
1	6	6	1	
55	16	880	1	
7	25	175	1	
9	17	153	1	
22	46	1012	1	
29	18	522	1	
26	45	1170	1	
33	36	1188	1	
22	11	242	1	
4	8	32	1	
5	10	50	1	
11	2	22	1	
48	27	1296	1	
4	26	104	1	
3	7	21	1	
22	7	154	1	
16	13	208	1	
12	19	228	1	
6	18	108	1	
16	6	96	1	
32	12	384	1	
2
160	78	174	91	
46	39	61	52	
