200	200	
49
25	105	2625	1	
57	24	1368	1	
27	18	486	1	
13	25	325	1	
20	15	300	1	
58	20	1160	1	
14	10	140	1	
6	28	168	1	
14	59	826	1	
13	25	325	1	
17	57	969	1	
41	82	3362	1	
32	81	2592	1	
25	102	2550	1	
27	18	486	1	
46	34	1564	1	
77	25	1925	1	
8	15	120	1	
25	18	450	1	
64	13	832	1	
7	19	133	1	
14	74	1036	1	
57	21	1197	1	
58	11	638	1	
6	6	36	1	
4	9	36	1	
4	3	12	1	
29	6	174	1	
13	5	65	1	
105	22	2310	1	
10	45	450	1	
39	74	2886	1	
6	31	186	1	
26	21	546	1	
13	10	130	1	
13	29	377	1	
51	52	2652	1	
54	23	1242	1	
19	19	361	1	
44	8	352	1	
11	11	121	1	
9	9	81	1	
46	24	1104	1	
36	21	756	1	
8	8	64	1	
7	2	14	1	
2	7	14	1	
18	5	90	1	
28	13	364	1	
2
22	113	33	128	
155	71	169	86	
