25	84	
60
6	8	48	1	
4	11	44	1	
3	10	30	1	
7	4	28	1	
6	12	72	1	
6	11	66	1	
8	12	96	1	
6	3	18	1	
3	4	12	1	
8	3	24	1	
1	9	9	1	
3	1	3	1	
6	8	48	1	
3	11	33	1	
1	11	11	1	
8	9	72	1	
1	9	9	1	
5	11	55	1	
7	1	7	1	
8	7	56	1	
3	10	30	1	
8	2	16	1	
3	8	24	1	
3	7	21	1	
4	8	32	1	
7	2	14	1	
7	12	84	1	
2	1	2	1	
8	3	24	1	
1	1	1	1	
7	12	84	1	
4	3	12	1	
4	8	32	1	
5	11	55	1	
6	5	30	1	
8	8	64	1	
1	4	4	1	
3	10	30	1	
7	12	84	1	
3	12	36	1	
7	10	70	1	
4	5	20	1	
2	3	6	1	
7	7	49	1	
8	11	88	1	
5	10	50	1	
7	4	28	1	
4	5	20	1	
3	2	6	1	
3	3	9	1	
3	8	24	1	
4	11	44	1	
1	8	8	1	
7	8	56	1	
5	6	30	1	
5	8	40	1	
8	4	32	1	
8	8	64	1	
2	7	14	1	
2	6	12	1	
4
2	29	4	32	
2	9	3	13	
15	61	17	65	
0	15	2	17	
