1000	1001	
100
126	229	28854	1	
118	229	27022	1	
174	142	24708	1	
197	112	22064	1	
118	166	19588	1	
118	155	18290	1	
118	148	17464	1	
188	88	16544	1	
249	65	16185	1	
225	71	15975	1	
197	77	15169	1	
102	146	14892	1	
73	189	13797	1	
58	229	13282	1	
57	229	13053	1	
100	127	12700	1	
174	68	11832	1	
137	85	11645	1	
155	74	11470	1	
197	58	11426	1	
81	140	11340	1	
118	96	11328	1	
166	68	11288	1	
119	94	11186	1	
91	122	11102	1	
64	171	10944	1	
171	64	10944	1	
58	189	10962	1	
133	81	10773	1	
134	80	10720	1	
57	186	10602	1	
110	96	10560	1	
96	109	10464	1	
178	58	10324	1	
77	135	10395	1	
163	64	10432	1	
139	74	10286	1	
80	130	10400	1	
202	51	10302	1	
174	59	10266	1	
171	60	10260	1	
83	122	10126	1	
129	78	10062	1	
178	56	9968	1	
116	86	9976	1	
52	187	9724	1	
70	134	9380	1	
55	171	9405	1	
114	80	9120	1	
84	107	8988	1	
118	76	8968	1	
100	89	8900	1	
82	107	8774	1	
92	96	8832	1	
171	51	8721	1	
174	49	8526	1	
95	88	8360	1	
64	130	8320	1	
60	138	8280	1	
163	51	8313	1	
55	146	8030	1	
81	99	8019	1	
74	108	7992	1	
174	44	7656	1	
174	44	7656	1	
56	134	7504	1	
54	138	7452	1	
92	81	7452	1	
137	54	7398	1	
59	126	7434	1	
101	71	7171	1	
82	88	7216	1	
116	61	7076	1	
53	130	6890	1	
69	99	6831	1	
137	50	6850	1	
88	78	6864	1	
54	125	6750	1	
83	81	6723	1	
81	82	6642	1	
119	55	6545	1	
45	145	6525	1	
101	63	6363	1	
43	145	6235	1	
77	81	6237	1	
101	61	6161	1	
96	64	6144	1	
59	104	6136	1	
69	87	6003	1	
77	78	6006	1	
83	71	5893	1	
74	81	5994	1	
92	64	5888	1	
40	146	5840	1	
63	93	5859	1	
47	125	5875	1	
63	93	5859	1	
114	51	5814	1	
48	120	5760	1	
48	120	5760	1	
2
337	644	387	708	
559	571	629	618	
