1000	38772	
1000
299	293	87607	1	
299	293	87607	1	
299	293	87607	1	
299	293	87607	1	
299	293	87607	1	
299	293	87607	1	
299	293	87607	1	
299	293	87607	1	
299	293	87607	1	
299	293	87607	1	
299	254	75946	1	
299	254	75946	1	
299	254	75946	1	
299	254	75946	1	
299	254	75946	1	
299	254	75946	1	
299	254	75946	1	
299	254	75946	1	
299	254	75946	1	
299	254	75946	1	
258	282	72756	1	
258	282	72756	1	
258	282	72756	1	
258	282	72756	1	
258	282	72756	1	
258	282	72756	1	
258	282	72756	1	
258	282	72756	1	
258	282	72756	1	
258	282	72756	1	
237	283	67071	1	
237	283	67071	1	
237	283	67071	1	
237	283	67071	1	
237	283	67071	1	
237	283	67071	1	
237	283	67071	1	
237	283	67071	1	
237	283	67071	1	
237	283	67071	1	
239	279	66681	1	
239	279	66681	1	
239	279	66681	1	
239	279	66681	1	
239	279	66681	1	
239	279	66681	1	
239	279	66681	1	
239	279	66681	1	
239	279	66681	1	
239	279	66681	1	
223	278	61994	1	
223	278	61994	1	
223	278	61994	1	
223	278	61994	1	
223	278	61994	1	
223	278	61994	1	
223	278	61994	1	
223	278	61994	1	
223	278	61994	1	
223	278	61994	1	
268	230	61640	1	
268	230	61640	1	
268	230	61640	1	
268	230	61640	1	
268	230	61640	1	
268	230	61640	1	
268	230	61640	1	
268	230	61640	1	
268	230	61640	1	
268	230	61640	1	
251	239	59989	1	
251	239	59989	1	
251	239	59989	1	
251	239	59989	1	
251	239	59989	1	
251	239	59989	1	
251	239	59989	1	
251	239	59989	1	
251	239	59989	1	
251	239	59989	1	
257	233	59881	1	
257	233	59881	1	
257	233	59881	1	
257	233	59881	1	
257	233	59881	1	
257	233	59881	1	
257	233	59881	1	
257	233	59881	1	
257	233	59881	1	
257	233	59881	1	
273	218	59514	1	
273	218	59514	1	
273	218	59514	1	
273	218	59514	1	
273	218	59514	1	
273	218	59514	1	
273	218	59514	1	
273	218	59514	1	
273	218	59514	1	
273	218	59514	1	
198	295	58410	1	
198	295	58410	1	
198	295	58410	1	
198	295	58410	1	
198	295	58410	1	
198	295	58410	1	
198	295	58410	1	
198	295	58410	1	
198	295	58410	1	
198	295	58410	1	
245	236	57820	1	
245	236	57820	1	
245	236	57820	1	
245	236	57820	1	
245	236	57820	1	
245	236	57820	1	
245	236	57820	1	
245	236	57820	1	
245	236	57820	1	
245	236	57820	1	
250	228	57000	1	
250	228	57000	1	
250	228	57000	1	
250	228	57000	1	
250	228	57000	1	
250	228	57000	1	
250	228	57000	1	
250	228	57000	1	
250	228	57000	1	
250	228	57000	1	
227	249	56523	1	
227	249	56523	1	
227	249	56523	1	
227	249	56523	1	
227	249	56523	1	
227	249	56523	1	
227	249	56523	1	
227	249	56523	1	
227	249	56523	1	
227	249	56523	1	
227	245	55615	1	
227	245	55615	1	
227	245	55615	1	
227	245	55615	1	
227	245	55615	1	
227	245	55615	1	
227	245	55615	1	
227	245	55615	1	
227	245	55615	1	
227	245	55615	1	
295	184	54280	1	
295	184	54280	1	
295	184	54280	1	
295	184	54280	1	
295	184	54280	1	
295	184	54280	1	
295	184	54280	1	
295	184	54280	1	
295	184	54280	1	
295	184	54280	1	
217	245	53165	1	
217	245	53165	1	
217	245	53165	1	
217	245	53165	1	
217	245	53165	1	
217	245	53165	1	
217	245	53165	1	
217	245	53165	1	
217	245	53165	1	
217	245	53165	1	
204	257	52428	1	
204	257	52428	1	
204	257	52428	1	
204	257	52428	1	
204	257	52428	1	
204	257	52428	1	
204	257	52428	1	
204	257	52428	1	
204	257	52428	1	
204	257	52428	1	
183	286	52338	1	
183	286	52338	1	
183	286	52338	1	
183	286	52338	1	
183	286	52338	1	
183	286	52338	1	
183	286	52338	1	
183	286	52338	1	
183	286	52338	1	
183	286	52338	1	
184	281	51704	1	
184	281	51704	1	
184	281	51704	1	
184	281	51704	1	
184	281	51704	1	
184	281	51704	1	
184	281	51704	1	
184	281	51704	1	
184	281	51704	1	
184	281	51704	1	
180	280	50400	1	
180	280	50400	1	
180	280	50400	1	
180	280	50400	1	
180	280	50400	1	
180	280	50400	1	
180	280	50400	1	
180	280	50400	1	
180	280	50400	1	
180	280	50400	1	
198	254	50292	1	
198	254	50292	1	
198	254	50292	1	
198	254	50292	1	
198	254	50292	1	
198	254	50292	1	
198	254	50292	1	
198	254	50292	1	
198	254	50292	1	
198	254	50292	1	
243	206	50058	1	
243	206	50058	1	
243	206	50058	1	
243	206	50058	1	
243	206	50058	1	
243	206	50058	1	
243	206	50058	1	
243	206	50058	1	
243	206	50058	1	
243	206	50058	1	
283	176	49808	1	
283	176	49808	1	
283	176	49808	1	
283	176	49808	1	
283	176	49808	1	
283	176	49808	1	
283	176	49808	1	
283	176	49808	1	
283	176	49808	1	
283	176	49808	1	
185	268	49580	1	
185	268	49580	1	
185	268	49580	1	
185	268	49580	1	
185	268	49580	1	
185	268	49580	1	
185	268	49580	1	
185	268	49580	1	
185	268	49580	1	
185	268	49580	1	
258	187	48246	1	
258	187	48246	1	
258	187	48246	1	
258	187	48246	1	
258	187	48246	1	
258	187	48246	1	
258	187	48246	1	
258	187	48246	1	
258	187	48246	1	
258	187	48246	1	
255	189	48195	1	
255	189	48195	1	
255	189	48195	1	
255	189	48195	1	
255	189	48195	1	
255	189	48195	1	
255	189	48195	1	
255	189	48195	1	
255	189	48195	1	
255	189	48195	1	
278	173	48094	1	
278	173	48094	1	
278	173	48094	1	
278	173	48094	1	
278	173	48094	1	
278	173	48094	1	
278	173	48094	1	
278	173	48094	1	
278	173	48094	1	
278	173	48094	1	
157	300	47100	1	
157	300	47100	1	
157	300	47100	1	
157	300	47100	1	
157	300	47100	1	
157	300	47100	1	
157	300	47100	1	
157	300	47100	1	
157	300	47100	1	
157	300	47100	1	
279	168	46872	1	
279	168	46872	1	
279	168	46872	1	
279	168	46872	1	
279	168	46872	1	
279	168	46872	1	
279	168	46872	1	
279	168	46872	1	
279	168	46872	1	
279	168	46872	1	
209	220	45980	1	
209	220	45980	1	
209	220	45980	1	
209	220	45980	1	
209	220	45980	1	
