100	2158	
80
27	92	2484	1	
71	90	6390	1	
65	44	2860	1	
99	76	7524	1	
95	42	3990	1	
7	31	217	1	
26	65	1690	1	
74	99	7326	1	
6	24	144	1	
10	60	600	1	
9	63	567	1	
59	23	1357	1	
49	60	2940	1	
1	32	32	1	
69	27	1863	1	
44	67	2948	1	
47	8	376	1	
35	38	1330	1	
95	79	7505	1	
50	89	4450	1	
56	54	3024	1	
2	98	196	1	
9	75	675	1	
34	76	2584	1	
64	22	1408	1	
23	68	1564	1	
67	4	268	1	
83	52	4316	1	
94	67	6298	1	
56	38	2128	1	
57	87	4959	1	
20	71	1420	1	
100	77	7700	1	
87	29	2523	1	
2	81	162	1	
1	23	23	1	
73	76	5548	1	
40	97	3880	1	
57	74	4218	1	
15	30	450	1	
33	19	627	1	
70	31	2170	1	
12	89	1068	1	
83	47	3901	1	
38	94	3572	1	
66	54	3564	1	
88	80	7040	1	
62	63	3906	1	
75	24	1800	1	
49	20	980	1	
42	38	1596	1	
40	1	40	1	
66	65	4290	1	
77	18	1386	1	
61	83	5063	1	
39	16	624	1	
69	5	345	1	
37	72	2664	1	
68	73	4964	1	
16	97	1552	1	
70	66	4620	1	
52	35	1820	1	
19	95	1805	1	
58	66	3828	1	
93	4	372	1	
78	98	7644	1	
3	71	213	1	
89	78	6942	1	
93	8	744	1	
3	83	249	1	
41	59	2419	1	
63	24	1512	1	
58	100	5800	1	
49	45	2205	1	
90	45	4050	1	
70	24	1680	1	
12	36	432	1	
72	72	5184	1	
38	53	2014	1	
32	34	1088	1	
1
57	1755	68	1777	
